Student ID    Earned Credits
53920860           30
60971713           49
35773990           29
16211485           83
98466792           82
44042787           28
98665976           24
76958571           31
65008993           92
66277261           77
84949161           47
15772428           93
81955993           53
87733038           99
83098953           59
50540407           64
62322164           48
91788135           92
71438869           97
20011612           58
51024636           68
44427830           78
14113191           25
60628536           79
98312391           66
41430981           86
32347399           40
54982940           81
72312053           45
15435328           36
40705459           72
47659933           65
30696130           51
61026756           34
88136561           51
22500925           62
69791742           83
44527246           96
73195399           93
29955337           86
35069631           50
46367188           63
11609803           46
34751181           43
51768021           81
13705324           26
35086230           85
48497078           76
73805543           55
39951980           35
74964549           50
92131408           78
22407507           29
53844240           85
20249440           84
38503093           56
87208671           60
29425920           61
62072373           51
50829860           36
68286470           39
24127066           96
25677136           65
56758136           43
79896325           60
20641217           76
21562225           40
83545397           72
58704909           74
91492591           73
88638523           34
26245240           29
15787358           44
31697531           85
12205641           82
34628399           50
56642310           45
87205973           59
51106076           37
43536741           71
83457585           97
15036896           71
49521671           79
12890508           36
26879130           53
53252330           95
60570000           71
17291671           99
47456331           26
55627142           54
69848545           32
62821290           63
93590287           44
70155850           50
61140629           83
85008178           85
31682256           69
35815015           85
51417629           70
19734956           92
38882012           55
64406701           96
43574651           78
26476287           69
41985507           68
45191899           93
61029162           77
25701017           47
97941278           72
36692241           61
20088955           72
82145012           49
60764814           66
87320369           57
28356981           43
79080755           28
43641715           45
75719640           51
23149595           30
84232394           86
47659957           94
13554567           88
69984839           42
53640208           83
76411940           93
25299939           75
76488435           81
67206259           37
78816117           64
64972341           94
70345937           49
30107657           44
37763634           34
44303904           64
53459489           43
71796261           79
37022887           33
64691479           61
76249660           93
13193837           31
62908913           79
10055832           79
80693837           46
34784547           40
86260118           69
44047026           53
42130813           84
10244955           32
28551395           97
47994746           56
56362529           78
30525791           60
37729273           99
34769328           88
55545435           36
45996743           54
13916052           94
53749284           67
32233631           46
83353900           85
11903609           75
85365367           27
16495145           32
63195780           93
55834103           89
11362726           32
34294237           37
22293480           75
61243778           54
88395534           79
37146295           61
10693234           63
26034113           66
68994069           44
91068367           102
72125014           92
61779288           45
52988374           74
72008037           92
78591940           77
14005536           92
63529268           90
30944493           36
66989423           92
96765918           99
82621675           24
53848669           27
44635500           76
59454688           33
78326072           71
98081195           27
33925875           40
44588341           67
72251989           30
16610574           55
98168869           53
15304130           53
45064813           50
29137152           77
99157970           83
57063519           78
24904217           22
59365393           51
47887789           70
45754689           89
19984442           49
42292818           74
11824227           55
50872531           96
77147635           24
73217646           62
10133858           38
65547559           27
48157129           83
18288556           27
91481171           94
71604765           48
78438704           34
72260556           64
77257311           89
25502945           73
61532298           96
86065603           38
68096227           44
95718723           84
94690355           37
62341914           77
28886493           71
73317205           58
24589668           26
25843658           34
92675764           87
29772089           34
68782460           77
38248404           32
65058484           74
87508738           96
92862934           65
36068671           70
46810472           77
71511565           58
84738823           70
15622847           62
27757650           78
76011274           86
46800146           94
25006011           74
85720169           54
89551212           62
23205979           54
27931398           92
94788172           30
66534144           78
60554028           84
39796173           80
65572031           69
86213831           31
49876853           30
60326883           78
78441879           43
87022545           85
52233234           68
61568674           28
11065201           45
49507095           77
84168233           54
25536935           28
91578500           31
53304550           57
18295167           28
66456235           73
29700107           99
64383480           99
39977699           41
28867182           36
44638210           40
46119564           50
72116100           88
90642006           71
71696613           57
49802529           96
64958896           76
91852235           100
90384068           60
72956808           26
55583954           34
68500403           60
17487809           70
98421839           80
18877842           66
78713460           39
83331680           91
22735092           29
89638977           96
79660182           24
75635380           82
87538552           85
42489834           92
10493761           72
67088629           77
47625962           54
86159801           25
76569230           69
64424438           84
17352110           65
19611582           94
84979822           35
56612347           39
95184730           68
76489947           38
60207659           52
29078153           37
65957588           26
80614166           25
76285149           73
14628391           45
45710580           41
79720034           83
23633080           100
73368322           62
10687372           58
48302895           94
77892332           29
60200060           36
92693058           26
48478142           23
95081208           72
54151951           94
13513917           77
77351551           41
38540018           95
83670221           24
46260819           50
45966717           27
58513700           45
88058412           24
32495584           89
18930920           61
48204871           79
55415857           65
38799559           52
25101998           66
32807445           67
93165924           91
62378030           74
53778948           61
14138126           59
47182158           91
62288540           76
93379163           36
51246361           98
67069406           69
62130487           29
47643156           84
39943370           70
20195560           24
60132108           29
11794083           56
73764845           93
38382136           35
43770329           62
78864153           49
55683057           49
79567868           36
89259113           35
38313283           98
32422361           98
41890107           43
28819024           84
94001741           57
16414410           23
74442138           91
12742123           77
22457952           32
55961512           33
70337955           33
60762857           54
78225731           76
75795905           33
43933237           78
81138264           71
69177274           81
20925155           42
33085789           64
32364405           67
25281132           28
97593563           71
52154746           72
77170545           50
19668278           38
62638180           78
55666392           69
30633069           44
70839520           38
23001079           68
16848500           32
75789824           72
55751046           27
20570536           38
80783852           59
91227575           98
31117912           92
85247990           79
99843016           89
51679649           42
30202959           28
68255629           70
41927095           27
29816382           94
20785217           73
97774494           52
42868385           88
52761552           40
12100727           52
52284710           75
95736445           84
74374803           23
85346470           92
24222158           32
59615364           95
42889085           85
55962364           42
50615163           64
99103947           99
86804354           80
91819222           98
14112437           44
93327265           25
87552387           58
29325926           95
32867953           54
68198730           71
22359444           46
57827455           33
62384953           38
91818096           50
26495201           35
87953066           52
58845101           65
32082745           58
20108449           52
82900325           97
40096118           79
58230296           38
14753201           48
24527201           91
58998977           35
27689020           74
31636543           47
12935311           33
33177593           54
43553097           94
24186439           37
22195056           44
25354730           48
70370280           62
31157589           41
10011843           50
32691893           36
49677710           76
50352442           47
87357861           52
78882852           34
54410827           74
94287968           94
19853361           94
60883997           32
47734540           80
23766958           33
57848752           72
42576461           50
22212986           63
94067034           59
60342227           59
70434876           55
45767792           44
72870734           29
38415554           67
92719046           60
92451023           64
82877276           45
15743986           41
60370179           47
63927350           67
44689282           81
33659834           79
23847226           95
94844787           31
19969293           45
17380089           58
74322972           97
28203470           45
52003387           25
66601359           29
92045781           40
58606431           75
35640447           36
87487888           25
55761728           80
32008739           52
38987110           77
69644203           76
71420524           57
15615752           92
70736722           47
81547607           73
97378400           43
64621870           54
92238537           73
35473635           37
42733478           81
63371054           81
79235599           37
66520435           25
63557238           88
21360798           64
10696840           95
45206703           36
45886279           54
15645825           66
96079313           77
83517389           82
68052898           65
52038857           43
64445631           95
14785474           49
97548971           36
43487834           94
13911466           88
24687883           30
30762933           55
15714673           26
44253748           29
77986673           47
94979866           93
48669119           42
72973634           68
63553204           65
72455297           58
71990419           81
98411898           54
98546049           98
62209295           93
48822452           27
35933542           24
56167204           89
66130937           66
60545277           67
48697862           53
59945228           35
28883141           85
32854782           53
26037602           75
80005149           90
72564522           75
64505912           37
19823555           41
20974115           42
47132080           33
44037425           30
39841297           39
96576483           65
18885077           83
71056052           74
67818025           76
63238573           28
47425310           66
16839894           30
11611507           66
56059393           81
10876040           25
91672917           61
25726304           53
64089537           59
74972498           63
64658239           46
79307755           94
62061767           58
65021645           72
64125040           31
44061311           88
27117589           32
46043319           52
92024241           62
77203990           52
42110171           51
74617410           96
46807882           57
68812074           93
31138678           30
16591297           77
84547871           64
65989793           61
99098989           85
83695863           34
72215113           92
84113573           49
94770707           36
94240301           57
22841288           45
55416217           49
15373746           94
82796337           64
11395614           47
13424857           96
25884750           93
41836423           65
37209338           65
73553838           93
18532259           57
91988687           60
87739235           89
44833906           33
77120512           67
84928364           56
94059045           93
14754184           26
46248231           59
94629871           24
30286668           59
45537050           32
31000635           60
90631554           52
11493116           28
72600302           30
14583078           23
72578037           71
33228376           31
54142939           28
91537892           41
17561025           83
30350395           47
12660810           33
41181081           71
61278834           33
60033981           96
43420705           54
88342571           48
78445209           30
21874494           93
87268368           52
62417023           94
36511041           54
98230471           88
22996497           88
21256317           28
93640679           89
39969345           45
21560752           94
45501698           89
58138503           82
15933997           62
43948088           71
27925517           65
44216842           26
34619757           82
79948759           50
27307257           71
10818141           70
74501634           54
46147136           29
26692503           68
48107052           98
84285199           69
58706233           85
21355932           92
36566178           32
72516932           33
58163288           27
30270407           29
66161416           88
12317900           70
85545057           60
80569733           27
21547479           77
74047936           71
43426868           44
18714423           28
50363940           49
13584728           29
95361461           86
12784438           90
15011356           67
86231562           40
74439654           79
72393085           28
40676063           82
64914850           43
55972247           91
95055591           70
90880440           67
81760476           98
32670454           74
73654499           81
22872041           60
33246802           76
31879609           76
41255900           81
23130576           28
66442874           68
48830104           93
91494400           95
32593016           88
59912886           36
44327234           88
82371566           90
10967901           90
56884091           70
11395024           65
11337811           67
73465596           87
69124035           51
12757367           65
75296596           28
72502701           38
25689816           93
44577680           90
57024117           74
84015595           77
19659598           33
72584056           37
41599743           95
26497598           87
49811640           64
18757862           81
25552020           83
55115885           91
18663969           79
92757541           75
12146284           69
70975439           23
46620975           48
11993575           53
53380577           55
25307263           78
84133717           50
25248794           36
66028476           44
42344863           98
85042495           39
73630134           49
46803209           71
98345365           79
22624499           48
57978112           24
97375815           30
81117699           97
61545996           72
46334768           88
80751572           82
32652388           41
10324973           95
52558894           65
81040571           97
14862014           28
99239299           93
71551764           71
54667020           37
71413331           48
96989959           96
75444368           52
45765588           46
50443141           87
68267332           59
26601143           42
11222924           42
14117045           60
11722043           28
92128931           25
31982458           73
66538770           22
98733774           75
77551082           90
95214667           50
91697950           53
14482946           84
42447607           29
98590262           69
88230905           86
42465791           49
88535637           37
39896893           60
78267227           50
47997420           66
16402821           59
13867413           77
95280337           93
66686705           50
23162067           25
63607329           67
62731407           46
91382646           32
29622897           44
59813742           52
79419838           80
93462623           49
73026936           53
42948006           43
16983751           46
33497243           77
49876651           47
43802869           33
88657103           49
43886065           96
10189090           39
57035230           81
64532484           60
72925489           100
82015426           37
77764790           44
59950333           81
91455977           81
95645208           26
35898687           69
10849414           61
13307081           81
68283594           59
81917889           49
60051613           50
26772966           24
43396598           57
46280223           62
40533676           57
95456099           98
94502948           57
78000434           53
49736982           48
47663539           39
52511953           43
61611394           50
37130678           79
94645295           26
59528051           99
15654338           88
12128571           98
10939919           59
21643887           68
71120367           59
67611395           79
16497595           72
17030292           38
63864202           35
61516677           79
50698847           35
29070632           59
59374594           53
26477205           58
94092717           43
54270429           30
72445863           81
60891897           71
69057108           52
22405889           41
28310319           74
82205018           53
47525888           34
30384275           38
55524608           91
99724612           65
34459535           82
95696730           27
59636257           70
94590875           62
49124559           78
22481612           50
69238121           36
73183315           89
91570184           32
58707827           65
29666046           93
55210326           95
81771123           38
49021207           45
42284852           67
84183622           56
44578193           78
11904707           60
42715753           77
43357054           101
22025525           53
34383575           73
57532630           52
93797565           26
26912761           40
91409336           84
68977526           30
61075292           54
23246340           79
64449684           53
80262662           91
18700488           37
34972032           68
19857722           51
89071975           56
31485777           50
11774661           66
70270791           68
12642586           49
99700580           53
92749030           59
86851493           70
40380724           90
92114373           87
54908087           88
21921030           36
21441121           38
77655016           43
71194046           56
52093317           45
11414999           93
89102509           27
16552669           23
68527398           36
45055884           78
94236108           94
50591863           39
23085021           56
97866134           46
38173493           36
58963823           39
68768559           67
47385675           56
23099726           58
83006466           34
90751755           71
43912099           23
12670244           71
31348583           71
77842773           54
49719421           28
35925183           77
38624122           28
63386955           26
14675140           38
93687335           61
77064808           41
53988027           54
96282790           34
31958646           100
77458205           53
10124835           63
16609299           50
47044326           30
62392452           35
84248295           25
29111466           36
58102446           28
62841480           69
68943347           24
79642176           72
67382768           47
25945423           80
79206601           52
41680094           48
82116821           92
96240934           61
13249236           99
28854323           69
75759520           77
84993861           40
72718578           86
59575786           90
81619269           62
42063739           57
94243647           70
78525115           53
90901188           88
47227791           55
49921145           85
32306311           59
23392083           47
64983866           77
18614828           61
76007772           88
71721942           54
92214620           58
54674302           95
26540478           31
64842724           31
36377051           60
46305866           59
47896743           77
99123384           27
42037895           54
58314323           94
58511387           61
23571118           37
44974332           75
14472061           79
31736545           59
81293253           56
36643170           29
92885640           94
27373124           59
64827423           25
62497671           90
82854984           90
19392491           37
61645634           38
81663862           35
11759244           96
93159871           83
97481063           80
88528988           28
72331532           28
84395716           32
97212401           70
42442588           85
67712027           72
37700929           74
50040430           67
44738247           50
83058709           90
62904467           44
87801620           43
98812053           95
41852745           37
92624527           63
38358101           83
33533684           66
34614771           46
75292248           54
89881624           80
68710216           84
86829361           35
93652932           62
40633713           41
14988289           47
13035111           25
52062184           30
52288745           28
91253395           48
58566434           36
89538478           42
82444688           91
13757117           57
55796806           73
12045315           31
62239502           87
59106796           27
17826997           75
63789011           46
15279202           43
59262647           28
36351064           89
83707655           42
29517655           30
67805512           94
84055784           26
34725232           90
97639308           79
59832388           24
37974667           62
23808408           41
46023234           82
68434031           64
36589683           77
16419950           85
59116825           92
21183268           91
22923341           43
23469205           41
33675916           26
17821610           60
34522205           84
39648442           84
66866360           78
45012537           25
23054665           85
77854205           71
12207449           93
70818839           46
45876986           28
21850159           85
78654786           43
60542441           48
74513075           76
18532230           95
11778698           87
38381175           36
56774870           84
98686095           80
73469206           96
11372751           94
76852345           46
74016147           29
43866376           61
36842003           78
55976035           61
89426560           95
33847945           94
37982557           64
35664564           74
78395746           98
58433293           66
60120855           97
84924044           39
50269644           61
48771081           60
16820123           48
69561735           78
85342648           99
35131888           35
97600859           81
74250968           58
69449207           88
81387440           86
11837830           43
25937077           44
55073671           87
12448669           26
78910716           91
91944877           84
89973367           40
85636918           32
54163525           93
68349010           91
44290906           70
45309916           67
66666099           93
91551445           35
77241600           93
28759300           85
27824280           78
82403203           71
25984701           53
61022778           98
43874047           68
32711325           35
37883924           34
34725138           33
23983332           35
53326957           47
49859094           86
20253475           62
70799918           45
78697934           87
71535919           59
67534847           87
50252281           81
15934452           28
77200303           34
26914067           69
82960234           37
44700133           91
63431005           51
69748150           49
31016122           95
49722719           41
28482671           58
79866139           56
30530518           90
54603393           91
16695158           49
16023310           83
28307749           46
51775986           63
58708523           88
18798985           101
77614363           92
32919884           30
81006291           36
78857868           54
81388835           46
53656920           44
42776696           31
48308744           70
48795672           27
87865294           39
23474685           34
76685893           80
77210880           44
69369294           49
84128322           37
28237184           86
28843737           93
46751423           27
67013667           87
90264168           71
32391584           68
23676107           84
78623407           96
61844927           89
21746308           82
78355913           93
13664853           96
15898251           36
36171422           83
40772080           61
95738743           87
93904692           62
64389160           84
83051776           35
49517091           33
70982203           82
39547287           61
81643280           32
18766475           55
35493315           99
71601708           97
95789850           45
50887776           36
67379582           83
62554051           42
38003015           29
14141263           72
10776469           34
95406493           98
99082722           74
33880124           58
81879633           88
91269456           96
70423868           32
13448847           48
65570868           63
27061331           59
10006745           31
91620520           72
51178185           88
86284341           75
38650049           77
82833821           43
70797429           99
69211312           60
99663524           79
13789585           35
32127137           79
32685797           25
52083771           35
53411821           43
47827678           48
89468472           86
91906594           100
36531657           50
76604111           88
35738824           45
56301511           80
43402592           94
93364456           75
36386660           42
70359423           93
26240018           24
90203798           72
67438717           65
50413161           86
73024597           36
74213969           80
51995107           92
70491676           49
42311912           64
97295650           81
21935038           98
93137987           80
27768058           57
16553847           39
25832587           86
62452557           74
32856931           93
83065947           23
63538451           30
98177700           54
37091557           66
70369052           46
30496077           90
72833269           54
50192989           67
29719019           31
59072773           29
91116298           28
90213014           59
23805135           60
99731493           34
82096323           38
13648777           98
12451281           41
54844998           37
80420359           26
63896625           39
69553138           75
28191277           82
56954326           41
84294003           68
47049410           46
40070672           42
44933417           88
60234666           27
78006284           34
28980346           76
46201904           29
50284092           100
10875980           47
52153087           62
71084504           59
34117800           27
13810590           44
31295975           66
42894622           81
14689578           36
96653339           63
93981137           55
68063174           62
85349252           28
41852565           62
52973589           39
25830400           64
67036988           79
56921182           71
92847247           74
94095158           80
61224628           92
86758527           39
28190507           70
76214828           89
81416240           42
51589025           44
42239557           96
25375242           96
18187766           92
81894241           27
71807711           50
56987739           98
66262845           73
60519268           83
84981603           86
28692529           63
96115167           49
89623196           44
19198916           28
22283035           59
75308615           84
34837670           96
15544931           96
35197192           71
51792111           26
70514021           55
42683213           79
92664633           97
53052548           40
21735062           68
54725070           86
20379371           32
85959412           73
43584864           77
16583517           28
41003193           35
88243132           39
53659378           87
28493846           84
87959610           83
26243342           34
57892615           33
91653490           56
88524684           86
40565727           93
96814975           74
57442186           59
63832122           83
11658702           63
92160895           34
67052676           49
99976240           44
76871982           63
31929807           24
66066707           68
81089064           63
87586526           95
77390379           43
33047714           50
39328910           83
93017936           89
67936069           56
48074702           33
73262974           92
41047717           30
52138030           92
74717991           36
12122318           99
22900354           30
16266155           84
40215033           60
27351941           85
56033689           86
78602634           83
98231506           28
59533270           31
51238003           97
90823886           34
90812119           77
84035892           66
90996466           51
26346863           50
59681004           50
64714326           62
47056999           73
37276812           82
17017592           66
88909681           74
37358404           94
48195538           86
73181792           86
41022436           76
83292740           56
40038600           72
31418893           60
22619833           57
57577145           79
65318761           78
45966030           36
18455810           30
82140281           61
91601514           40
12272543           42
59519433           38
60405225           61
78238136           82
60212076           83
51323614           75
66853733           64
83838834           92
72751285           99
89306857           95
67324504           86
14234525           62
94537365           93
27802518           46
78209287           45
76175605           75
55070239           92
69183306           63
19754696           60
48702267           37
62965969           48
12354387           27
33553059           86
46664570           59
74654596           57
67884852           90
26176392           79
36737174           46
99157101           28
56146332           38
75155888           34
31572343           28
51689307           41
46169395           78
51737205           27
27625952           96
84925474           72
83852250           57
50230776           40
36183592           51
78588656           29
42048071           47
53551559           78
13323883           81
35365514           24
97759969           25
80547553           25
17713853           57
78455263           88
12231211           90
98778028           44
35466244           24
97716435           66
86223470           73
63010113           29
62556944           67
14010892           82
81989444           69
51533394           77
87429181           33
38230945           41
62750795           38
67694331           46
17491376           71
63566861           81
49381626           94
99631781           64
16697415           44
63688890           40
14381324           97
14727122           82
18643555           79
85823196           86
93269006           57
65103871           47
50240197           51
29003801           38
97752794           86
23908298           67
80568393           41
65762424           29
40496453           88
30010488           72
32722016           86
25458817           77
52895861           41
92326358           74
47025742           86
87781785           89
84599093           94
65478348           77
63675241           46
16800537           44
39955518           78
93255805           93
42057547           90
62189267           47
24695951           65
82932552           43
62778229           98
24094593           71
59293870           77
44349075           38
55617618           66
21113235           41
11813852           60
92555827           88
66235493           25
74557617           91
45549125           97
58058184           84
72321674           93
61819693           88
85856024           86
13619296           44
67241310           33
24001754           51
35417935           97
26167204           47
87098133           90
67400243           26
43685751           28
16039185           28
83588575           27
51739167           56
16614840           63
49011947           60
70978962           83
73059070           35
94542144           80
70389669           45
19007824           60
52881272           41
75644429           57
83269996           37
35426357           63
56193067           60
61885240           29
86342183           64
85878824           25
13524659           48
49142842           36
