Student ID	Cumulative GPA	Total Course Credits	           Course-1 Credits	Course-1 Score	           Course-2 Credits	Course-2 Score	           Course-3 Credits	Course-3 Score	           Course-4 Credits	Course-4 Score
23196200	1.93	86	2	4.0	4	2.0	3	4.0	3	3.0
38615280	3.48	45	2	4.0	3	2.0	2	1.0	3	2.0
14150747	2.86	30	2	4.0	3	4.0	2	2.0	3	1.0
38873811	2.26	71	3	4.0	2	3.0	3	2.0	3	3.0
48620992	2.43	41	2	1.0	2	3.0	4	2.0	4	1.0
17460767	2.48	30	4	1.0	3	4.0	4	1.0	2	2.0
80913565	3.02	40	2	3.0	2	3.0	3	2.0	4	1.0
78189114	2.18	36	4	1.0	3	2.0	2	2.0	4	2.0
35979666	1.94	30	3	3.0	4	1.0	2	3.0	2	2.0
20399476	3.43	56	3	4.0	4	4.0	2	3.0	4	1.0
63012876	3.82	79	3	4.0	3	4.0	2	1.0	4	1.0
41731751	3.52	80	4	1.0	2	2.0	4	4.0	4	3.0
19078712	2.39	67	3	3.0	4	1.0	2	1.0	4	4.0
85988334	3.40	26	2	4.0	2	1.0	2	4.0	3	2.0
45504239	3.73	16	2	1.0	3	3.0	2	3.0	2	1.0
84156756	1.91	47	2	1.0	4	4.0	4	3.0	2	3.0
79714052	3.79	74	2	3.0	4	3.0	4	2.0	2	1.0
69892454	1.82	89	4	3.0	3	2.0	3	3.0	3	3.0
71876616	3.85	53	3	1.0	2	3.0	2	3.0	3	1.0
69914495	1.93	49	4	1.0	2	3.0	3	3.0	2	1.0
30771652	3.41	67	2	1.0	4	3.0	2	2.0	2	3.0
83781646	2.68	54	4	4.0	3	1.0	3	1.0	2	1.0
17852297	2.10	50	4	4.0	4	1.0	3	3.0	3	4.0
86306822	2.82	33	4	2.0	2	4.0	4	1.0	2	4.0
93187871	3.76	73	2	3.0	3	2.0	3	3.0	3	3.0
74102387	3.78	58	2	2.0	3	3.0	4	2.0	4	4.0
53713043	2.41	49	2	2.0	2	2.0	4	1.0	2	3.0
14976462	3.41	81	2	2.0	3	3.0	3	1.0	4	2.0
78118672	2.22	17	4	4.0	2	1.0	4	3.0	3	4.0
53649670	2.65	42	4	3.0	3	4.0	4	2.0	3	4.0
60094509	3.63	80	2	2.0	4	4.0	3	4.0	3	2.0
94189510	1.84	34	4	3.0	2	4.0	2	2.0	2	1.0
43653764	2.06	56	4	4.0	2	1.0	2	1.0	2	1.0
77758404	2.80	15	2	3.0	4	2.0	3	1.0	3	2.0
23690539	2.53	16	4	2.0	4	4.0	2	2.0	3	1.0
57402532	2.33	24	3	1.0	4	2.0	3	3.0	4	3.0
99095888	3.38	53	2	3.0	2	1.0	2	4.0	2	2.0
81453485	2.27	81	4	1.0	2	1.0	3	2.0	4	1.0
66493599	3.43	78	4	4.0	2	1.0	3	3.0	3	4.0
10567159	3.84	50	3	2.0	3	3.0	2	1.0	4	3.0
85113284	3.91	37	2	3.0	4	2.0	3	1.0	2	1.0
68940801	2.35	66	4	4.0	3	3.0	4	1.0	4	1.0
53705997	1.83	18	3	2.0	2	4.0	3	2.0	2	1.0
75690942	2.44	72	4	3.0	4	3.0	3	1.0	4	1.0
76471488	2.56	29	2	3.0	4	2.0	3	4.0	2	4.0
86362878	1.94	87	4	3.0	3	2.0	3	4.0	4	2.0
27668425	2.18	21	2	3.0	3	1.0	3	2.0	3	3.0
14468023	2.92	57	2	4.0	2	1.0	2	2.0	4	4.0
34179426	2.41	76	4	1.0	2	2.0	2	4.0	2	1.0
81297045	3.98	53	3	1.0	3	1.0	2	1.0	4	4.0
82779600	2.80	37	2	4.0	4	3.0	2	3.0	3	2.0
94234108	3.92	48	4	3.0	4	1.0	4	1.0	3	4.0
10145500	2.22	66	3	3.0	4	3.0	4	2.0	2	2.0
10226867	1.94	81	4	2.0	3	1.0	3	4.0	3	4.0
53441861	3.61	24	3	2.0	4	2.0	2	3.0	2	2.0
53859161	3.56	67	4	2.0	4	2.0	4	3.0	2	1.0
43579889	3.58	15	2	3.0	3	2.0	3	2.0	2	2.0
87314260	1.97	23	4	4.0	4	3.0	4	3.0	2	1.0
95160232	3.05	57	2	4.0	3	3.0	3	1.0	3	2.0
42122087	3.96	30	4	1.0	3	4.0	2	1.0	3	3.0
97344374	3.38	71	2	3.0	4	2.0	3	4.0	2	4.0
68542761	2.84	27	4	3.0	3	3.0	4	2.0	3	4.0
35959049	2.55	61	2	2.0	2	2.0	4	2.0	4	2.0
81776216	2.28	27	4	3.0	4	4.0	4	4.0	4	2.0
58546247	2.50	57	4	1.0	2	4.0	4	3.0	2	4.0
44056530	3.36	84	2	4.0	2	1.0	3	1.0	2	3.0
18704320	3.60	26	4	1.0	2	2.0	2	3.0	3	1.0
16731312	2.71	63	2	2.0	2	1.0	2	2.0	3	4.0
66019900	3.40	20	4	1.0	2	1.0	4	1.0	4	2.0
75818938	3.00	16	3	1.0	2	4.0	4	1.0	4	3.0
46047317	2.47	44	4	2.0	3	4.0	2	4.0	2	1.0
28895621	2.90	15	4	1.0	3	1.0	4	2.0	3	3.0
69555236	2.80	26	4	1.0	3	3.0	4	3.0	2	3.0
92274602	2.40	20	3	3.0	3	3.0	3	1.0	4	4.0
87332098	2.14	80	4	1.0	2	4.0	2	2.0	2	3.0
89594846	2.59	37	4	2.0	2	2.0	3	1.0	2	3.0
34128306	2.47	39	3	1.0	4	1.0	4	2.0	2	1.0
14685702	2.67	34	2	4.0	4	4.0	3	3.0	4	2.0
65244586	3.63	34	4	3.0	3	3.0	4	2.0	3	1.0
12382077	2.56	42	2	1.0	2	1.0	2	4.0	2	2.0
68536564	2.44	26	4	4.0	2	3.0	4	3.0	2	2.0
74354442	2.58	32	3	2.0	2	1.0	4	2.0	3	2.0
45295532	2.45	18	3	4.0	3	2.0	4	3.0	4	2.0
13779328	2.41	28	2	4.0	3	3.0	4	4.0	2	2.0
21515463	3.04	25	3	2.0	2	3.0	3	4.0	2	3.0
28169948	2.57	83	3	3.0	4	3.0	4	2.0	4	4.0
30408309	3.21	38	2	3.0	4	1.0	2	1.0	4	1.0
19362306	3.55	44	2	4.0	2	4.0	2	2.0	2	4.0
24351284	3.63	45	4	2.0	4	1.0	3	3.0	3	4.0
73162544	3.38	28	2	1.0	2	1.0	2	1.0	4	3.0
52855962	3.39	28	4	2.0	3	2.0	3	1.0	2	2.0
89635943	2.00	35	4	4.0	4	3.0	2	3.0	4	3.0
65552380	1.94	31	2	3.0	2	2.0	4	2.0	3	2.0
32592582	3.56	80	3	1.0	2	4.0	3	3.0	4	4.0
79659947	3.41	25	2	2.0	3	1.0	2	3.0	2	1.0
46667382	2.04	16	4	4.0	4	3.0	2	1.0	4	3.0
36675823	2.95	70	3	4.0	2	3.0	4	2.0	2	3.0
67242152	2.93	34	2	1.0	4	1.0	4	1.0	2	3.0
47341255	3.45	32	4	1.0	2	4.0	3	2.0	4	4.0
97645191	2.46	29	4	2.0	4	2.0	3	1.0	3	3.0
96826346	1.85	85	3	3.0	3	1.0	3	4.0	4	1.0
11010396	3.10	58	3	3.0	2	1.0	2	1.0	2	3.0
54737647	3.26	83	3	4.0	3	1.0	2	3.0	2	2.0
42312134	2.79	22	3	3.0	2	1.0	3	4.0	2	2.0
42560690	2.20	39	3	3.0	3	4.0	3	2.0	2	3.0
96854355	3.21	47	2	2.0	2	2.0	4	1.0	3	1.0
23705650	3.33	49	2	2.0	2	2.0	4	1.0	3	4.0
24546672	3.13	36	4	2.0	4	4.0	3	1.0	4	3.0
66114108	2.51	55	4	2.0	3	3.0	2	2.0	2	4.0
58307413	3.07	24	2	3.0	3	4.0	3	3.0	2	4.0
66093316	3.23	22	2	1.0	3	1.0	2	2.0	3	1.0
63807807	2.03	22	3	1.0	2	3.0	4	4.0	4	1.0
71463014	2.36	69	4	1.0	4	2.0	2	3.0	2	4.0
81347472	3.16	52	2	3.0	4	3.0	3	3.0	3	4.0
90208122	3.50	83	4	3.0	2	4.0	2	1.0	4	2.0
93669597	2.65	35	2	1.0	3	3.0	4	1.0	4	2.0
15766132	3.91	79	2	1.0	2	3.0	4	3.0	4	4.0
11730063	3.37	58	4	1.0	2	3.0	2	4.0	3	1.0
10320907	2.94	79	3	3.0	2	1.0	2	4.0	2	1.0
73990111	3.63	42	2	3.0	4	3.0	3	3.0	2	3.0
51983255	3.15	45	2	3.0	4	2.0	3	4.0	2	2.0
31706731	3.45	20	4	4.0	3	2.0	4	3.0	3	3.0
36614985	3.59	36	2	1.0	2	4.0	2	1.0	4	2.0
85639896	3.15	76	2	3.0	2	2.0	3	1.0	4	3.0
41864595	3.44	47	2	3.0	3	1.0	4	2.0	2	3.0
62132826	2.51	46	3	2.0	3	2.0	4	2.0	4	4.0
63305554	3.05	66	2	3.0	3	3.0	3	3.0	2	3.0
52383908	2.52	53	4	1.0	3	3.0	3	4.0	4	2.0
73028566	1.85	21	4	2.0	3	2.0	3	2.0	2	4.0
90302966	3.90	18	3	1.0	4	2.0	3	4.0	4	1.0
41658676	3.30	43	2	4.0	3	1.0	3	3.0	3	1.0
20257366	2.97	39	3	2.0	2	4.0	4	3.0	4	3.0
43032504	1.82	26	2	4.0	2	2.0	2	4.0	2	4.0
85949035	2.67	90	4	2.0	4	4.0	3	4.0	4	2.0
72665211	1.84	30	3	1.0	4	3.0	2	1.0	2	3.0
59487165	2.23	86	4	4.0	3	1.0	3	3.0	3	2.0
12616870	2.40	57	2	4.0	3	2.0	3	4.0	3	3.0
44050682	3.31	65	3	2.0	4	2.0	3	2.0	2	3.0
20833642	2.17	55	2	3.0	4	2.0	3	3.0	3	4.0
83782364	2.31	65	3	4.0	3	4.0	4	2.0	3	3.0
21807966	2.92	21	4	1.0	3	3.0	4	2.0	2	1.0
44285377	3.61	19	3	3.0	3	3.0	4	3.0	3	4.0
84303372	3.26	24	4	3.0	3	2.0	4	4.0	4	2.0
41374891	1.90	85	2	2.0	3	1.0	3	1.0	2	2.0
52920579	3.66	88	3	2.0	3	2.0	3	2.0	2	4.0
47644552	1.86	78	3	4.0	3	3.0	3	4.0	4	3.0
49474618	3.66	71	4	1.0	3	3.0	3	3.0	2	4.0
49824639	1.95	47	2	1.0	3	2.0	3	2.0	2	2.0
25629169	3.92	59	4	3.0	4	3.0	4	1.0	4	2.0
35369047	3.12	72	2	1.0	3	2.0	2	2.0	2	2.0
53267854	3.39	60	2	3.0	4	1.0	4	3.0	3	2.0
51194661	2.04	15	4	1.0	3	1.0	4	2.0	2	3.0
12152805	3.36	78	4	4.0	3	3.0	2	2.0	3	2.0
12187593	2.71	36	2	3.0	2	1.0	2	3.0	2	3.0
85099454	2.36	64	4	2.0	3	2.0	3	4.0	3	1.0
14272318	3.82	23	4	2.0	3	2.0	4	2.0	3	2.0
53920860	3.51	20	4	4.0	4	1.0	2	4.0	4	3.0
60971713	3.99	42	3	3.0	2	2.0	2	1.0	2	4.0
35773990	3.47	20	3	1.0	2	3.0	2	3.0	4	2.0
16211485	3.97	73	4	3.0	4	2.0	3	2.0	3	4.0
98466792	2.95	74	4	3.0	3	1.0	2	3.0	2	3.0
